Dealer,State,SaleDate,Make,Model,Year,Mileage,SalePrice,CostPrice,Profit,PaymentType,CustomerType,DaysOnLot,CarType
Toyota of Manhattan,NY,2022-11-15,Toyota,Prius,2016,64199,24504,21735,2769,Loan,New,17,Hatchback
Toyota of Houston,TX,2022-03-11,Toyota,Tacoma,2017,31500,26106,24273,1832,Lease,New,40,Truck
Toyota of Houston,TX,2024-10-22,Toyota,Camry,2020,12453,28494,24938,3555,Loan,Returning,46,Sedan
Toyota of Houston,TX,2015-08-07,Toyota,Camry,2019,41521,28979,23797,5182,Cash,Returning,55,Sedan
Austin Toyota,TX,2017-10-05,Toyota,Corolla,2014,76820,22298,20346,1952,Lease,New,27,Sedan
Toyota of Houston,TX,2021-10-08,Toyota,Rav4,2011,83419,17535,14451,3084,Loan,Returning,38,SUV
Bay Area Toyota,CA,2017-08-07,Toyota,Corolla,2015,22664,23207,19015,4191,Loan,New,63,Sedan
Dallas Toyota,TX,2019-09-19,Toyota,Prius,2017,57437,26635,23768,2867,Loan,Returning,11,Hatchback
Bay Area Toyota,CA,2018-12-11,Toyota,Tacoma,2014,67671,26487,23512,2974,Loan,New,61,Truck
Toyota of Los Angeles,CA,2015-11-01,Toyota,Tacoma,2023,0,30548,25664,4884,Loan,New,24,Truck
San Diego Toyota,CA,2024-06-01,Toyota,Prius,2013,92186,16424,13179,3244,Cash,Returning,32,Hatchback
Bay Area Toyota,CA,2021-11-03,Toyota,Prius,2013,110952,15190,13917,1273,Loan,New,38,Hatchback
Dallas Toyota,TX,2024-03-05,Toyota,Tacoma,2017,73277,28038,26188,1850,Loan,New,17,Truck
Austin Toyota,TX,2019-02-12,Toyota,Highlander,2022,50846,28046,23496,4550,Loan,New,29,SUV
Queens Toyota,NY,2016-04-18,Toyota,Prius,2020,60483,26226,21926,4300,Cash,New,10,Hatchback
Austin Toyota,TX,2016-06-11,Toyota,Tacoma,2018,54584,24116,21189,2926,Loan,New,57,Truck
Brooklyn Toyota,NY,2020-03-07,Toyota,Prius,2018,46665,28305,24574,3731,Loan,New,44,Hatchback
Austin Toyota,TX,2016-12-24,Toyota,Rav4,2015,63967,18466,15256,3210,Loan,New,48,SUV
Toyota of Los Angeles,CA,2022-08-05,Toyota,Prius,2021,48606,24530,22964,1566,Loan,New,46,Hatchback
Toyota of Manhattan,NY,2024-05-05,Toyota,Rav4,2020,53620,19481,18433,1047,Loan,Returning,39,SUV
Toyota of Los Angeles,CA,2024-02-11,Toyota,Tundra,2024,14374,31041,27363,3678,Lease,Returning,14,Truck
Brooklyn Toyota,NY,2020-04-06,Toyota,Tundra,2017,39552,22841,19194,3646,Lease,New,61,Truck
San Diego Toyota,CA,2021-09-11,Toyota,Tundra,2011,92460,16137,15087,1049,Loan,New,30,Truck
Brooklyn Toyota,NY,2016-11-21,Toyota,Tundra,2022,6979,28790,24772,4018,Cash,New,16,Truck
Toyota of Houston,TX,2018-06-08,Toyota,Rav4,2019,20727,27944,23204,4739,Loan,Returning,48,SUV
Toyota of Manhattan,NY,2016-06-10,Toyota,Tacoma,2015,35951,20349,17425,2923,Loan,New,32,Truck
Dallas Toyota,TX,2024-02-24,Toyota,Tundra,2020,71536,27037,25068,1968,Cash,New,24,Truck
Toyota of Manhattan,NY,2021-09-09,Toyota,Corolla,2019,50605,29209,26695,2513,Cash,New,25,Sedan
Toyota of Manhattan,NY,2017-03-14,Toyota,Rav4,2018,75729,19494,16801,2693,Loan,New,49,SUV
Dallas Toyota,TX,2021-05-19,Toyota,Highlander,2015,77264,13367,11644,1723,Loan,Returning,33,SUV
Bay Area Toyota,CA,2023-07-05,Toyota,Tundra,2012,111805,16169,13012,3156,Loan,Returning,27,Truck
Toyota of Houston,TX,2019-05-08,Toyota,Camry,2022,47151,34793,28175,6617,Loan,New,28,Sedan
Dallas Toyota,TX,2020-06-14,Toyota,Corolla,2010,68755,24583,21759,2824,Loan,Returning,26,Sedan
Austin Toyota,TX,2023-08-28,Toyota,Rav4,2018,37255,29415,25089,4325,Loan,Returning,11,SUV
Toyota of Houston,TX,2020-06-09,Toyota,Corolla,2023,71840,27040,24827,2213,Lease,New,51,Sedan
Dallas Toyota,TX,2022-09-05,Toyota,Corolla,2020,46166,29307,23950,5357,Cash,New,50,Sedan
Austin Toyota,TX,2022-03-28,Toyota,Rav4,2010,58839,18535,16373,2162,Cash,New,54,SUV
Toyota of Los Angeles,CA,2021-08-21,Toyota,Prius,2010,65971,17922,15843,2078,Cash,New,29,Hatchback
Dallas Toyota,TX,2022-12-27,Toyota,Highlander,2011,77490,9806,8592,1214,Lease,Returning,54,SUV
Brooklyn Toyota,NY,2018-09-23,Toyota,Corolla,2013,99194,24895,22063,2831,Cash,New,46,Sedan
Toyota of Los Angeles,CA,2018-06-18,Toyota,Highlander,2016,36157,17244,14344,2899,Loan,New,45,SUV
Dallas Toyota,TX,2023-07-27,Toyota,Camry,2022,59274,28854,26809,2045,Cash,New,33,Sedan
Queens Toyota,NY,2023-09-11,Toyota,Prius,2024,5144,30623,28580,2043,Loan,New,42,Hatchback
Dallas Toyota,TX,2020-09-26,Toyota,Rav4,2011,86781,20551,18925,1625,Loan,New,15,SUV
Toyota of Houston,TX,2024-09-11,Toyota,Tundra,2011,67269,19793,18477,1316,Cash,New,58,Truck
Dallas Toyota,TX,2020-02-02,Toyota,Camry,2013,58951,21752,18787,2965,Loan,New,40,Sedan
Bay Area Toyota,CA,2015-02-04,Toyota,Tacoma,2015,69940,18527,15762,2765,Loan,Returning,48,Truck
Toyota of Houston,TX,2021-06-17,Toyota,Prius,2022,38492,34725,30056,4668,Cash,Returning,50,Hatchback
Dallas Toyota,TX,2022-07-13,Toyota,Rav4,2013,79229,20321,18031,2290,Loan,New,16,SUV
Brooklyn Toyota,NY,2017-10-28,Toyota,Tundra,2014,56290,21908,17870,4037,Cash,New,42,Truck
Brooklyn Toyota,NY,2019-11-08,Toyota,Camry,2015,74829,23722,21692,2029,Cash,Returning,47,Sedan
Bay Area Toyota,CA,2019-11-16,Toyota,Prius,2019,42325,22916,19042,3873,Cash,New,55,Hatchback
Toyota of Houston,TX,2020-05-21,Toyota,Camry,2024,27265,26088,24640,1448,Loan,New,52,Sedan
San Diego Toyota,CA,2022-05-16,Toyota,Corolla,2014,69754,18632,15782,2850,Loan,Returning,44,Sedan
Toyota of Houston,TX,2016-12-27,Toyota,Tacoma,2022,41831,24255,21612,2642,Loan,New,41,Truck
Queens Toyota,NY,2015-02-10,Toyota,Corolla,2016,71831,27055,24353,2702,Loan,Returning,33,Sedan
Brooklyn Toyota,NY,2021-04-22,Toyota,Rav4,2011,77529,11145,10361,783,Loan,New,10,SUV
San Diego Toyota,CA,2020-04-25,Toyota,Highlander,2023,58353,31908,29531,2376,Cash,New,25,SUV
Toyota of Los Angeles,CA,2024-08-12,Toyota,Rav4,2010,84650,11489,9522,1967,Loan,Returning,35,SUV
Toyota of Manhattan,NY,2023-04-11,Toyota,Corolla,2018,31497,27169,22281,4888,Loan,New,46,Sedan
Dallas Toyota,TX,2024-06-25,Toyota,Tacoma,2024,38236,28817,24636,4180,Lease,New,40,Truck
Queens Toyota,NY,2023-09-08,Toyota,Tacoma,2010,122718,10573,9767,806,Lease,Returning,68,Truck
Toyota of Los Angeles,CA,2023-05-26,Toyota,Tacoma,2016,37331,30093,25128,4965,Cash,New,74,Truck
Queens Toyota,NY,2024-12-02,Toyota,Tacoma,2011,41694,15053,13276,1776,Lease,New,23,Truck
Bay Area Toyota,CA,2017-07-07,Toyota,Rav4,2014,49472,20286,17713,2572,Loan,New,24,SUV
Dallas Toyota,TX,2015-11-25,Toyota,Camry,2010,103479,18608,14896,3711,Loan,Returning,44,Sedan
Brooklyn Toyota,NY,2020-08-03,Toyota,Corolla,2015,59915,25992,23492,2499,Loan,New,44,Sedan
Brooklyn Toyota,NY,2019-07-05,Toyota,Tacoma,2010,72290,20141,16680,3461,Lease,New,38,Truck
Toyota of Manhattan,NY,2016-01-08,Toyota,Prius,2014,102382,20439,18177,2261,Loan,New,11,Hatchback
Austin Toyota,TX,2020-05-26,Toyota,Camry,2024,45144,32308,27738,4570,Cash,New,38,Sedan
Toyota of Los Angeles,CA,2023-09-13,Toyota,Highlander,2013,75196,24704,21804,2899,Loan,New,27,SUV
Austin Toyota,TX,2019-02-20,Toyota,Tundra,2024,34340,26876,23307,3568,Lease,New,24,Truck
Brooklyn Toyota,NY,2023-08-16,Toyota,Tacoma,2014,55889,28413,25232,3181,Cash,New,61,Truck
Austin Toyota,TX,2023-06-16,Toyota,Corolla,2017,73703,29320,26543,2776,Loan,Returning,52,Sedan
Dallas Toyota,TX,2019-02-01,Toyota,Rav4,2019,54014,30814,27974,2839,Loan,New,58,SUV
Dallas Toyota,TX,2015-09-28,Toyota,Highlander,2017,58809,18602,16790,1812,Loan,New,5,SUV
San Diego Toyota,CA,2017-02-03,Toyota,Tundra,2012,61964,28143,23498,4645,Cash,New,34,Truck
Queens Toyota,NY,2021-11-01,Toyota,Highlander,2019,42838,29140,23594,5545,Loan,Returning,54,SUV
Brooklyn Toyota,NY,2021-07-17,Toyota,Tundra,2020,56539,23812,22171,1640,Loan,New,36,Truck
San Diego Toyota,CA,2018-01-09,Toyota,Corolla,2012,52582,21175,18049,3125,Loan,New,31,Sedan
Bay Area Toyota,CA,2023-06-26,Toyota,Rav4,2018,89773,26201,23912,2289,Loan,New,50,SUV
Brooklyn Toyota,NY,2024-10-28,Toyota,Tundra,2021,55635,32866,29924,2941,Lease,New,49,Truck
Toyota of Manhattan,NY,2023-06-04,Toyota,Camry,2010,89703,20315,16433,3881,Cash,New,48,Sedan
Dallas Toyota,TX,2017-02-27,Toyota,Tundra,2010,65143,16415,14169,2245,Loan,New,15,Truck
Bay Area Toyota,CA,2019-10-03,Toyota,Corolla,2012,76001,18377,15387,2989,Loan,New,62,Sedan
Brooklyn Toyota,NY,2022-06-10,Toyota,Tacoma,2013,52373,20858,16688,4170,Loan,New,4,Truck
San Diego Toyota,CA,2018-08-06,Toyota,Camry,2018,69088,23069,21721,1348,Loan,New,78,Sedan
San Diego Toyota,CA,2023-10-01,Toyota,Prius,2014,42600,21474,18283,3191,Loan,New,31,Hatchback
Brooklyn Toyota,NY,2020-06-17,Toyota,Tacoma,2021,18002,27261,22715,4545,Cash,Returning,36,Truck
Toyota of Houston,TX,2015-09-26,Toyota,Rav4,2019,39046,32492,26547,5944,Loan,Returning,52,SUV
Austin Toyota,TX,2022-04-06,Toyota,Prius,2015,37233,23822,19926,3896,Loan,New,49,Hatchback
Bay Area Toyota,CA,2019-01-18,Toyota,Tacoma,2017,69284,23181,20759,2421,Loan,Returning,56,Truck
Brooklyn Toyota,NY,2022-06-14,Toyota,Highlander,2016,50896,21846,20035,1811,Loan,New,55,SUV
Bay Area Toyota,CA,2016-05-27,Toyota,Corolla,2016,84582,20281,19171,1110,Loan,New,46,Sedan
Dallas Toyota,TX,2018-11-23,Toyota,Rav4,2020,22165,25673,22351,3321,Loan,New,21,SUV
Toyota of Manhattan,NY,2017-01-17,Toyota,Tacoma,2020,47051,35525,28733,6792,Lease,New,48,Truck
Bay Area Toyota,CA,2016-12-04,Toyota,Tundra,2011,78848,18309,15736,2572,Loan,New,47,Truck
Austin Toyota,TX,2023-12-04,Toyota,Tacoma,2019,20409,24641,19775,4866,Loan,New,50,Truck
Queens Toyota,NY,2019-08-06,Toyota,Tundra,2010,103885,13098,12157,940,Cash,New,28,Truck
Brooklyn Toyota,NY,2015-05-28,Toyota,Corolla,2020,68544,24783,21366,3416,Loan,Returning,18,Sedan
Toyota of Manhattan,NY,2020-04-16,Toyota,Camry,2017,60529,24003,21339,2663,Cash,New,28,Sedan
San Diego Toyota,CA,2017-08-16,Toyota,Tacoma,2011,11431,13810,11325,2485,Cash,New,47,Truck
Austin Toyota,TX,2016-09-10,Toyota,Highlander,2016,27102,24121,22801,1319,Loan,Returning,18,SUV
Bay Area Toyota,CA,2016-12-16,Toyota,Prius,2013,43713,29725,24792,4933,Loan,New,29,Hatchback
Austin Toyota,TX,2015-01-10,Toyota,Corolla,2019,23272,28670,24143,4527,Lease,New,52,Sedan
Toyota of Houston,TX,2016-05-01,Toyota,Corolla,2024,27413,29362,24622,4739,Cash,New,57,Sedan
Toyota of Houston,TX,2020-03-13,Toyota,Tundra,2012,76503,14832,13742,1090,Loan,New,18,Truck
Dallas Toyota,TX,2017-02-17,Toyota,Corolla,2010,73637,15135,14345,789,Cash,Returning,38,Sedan
Queens Toyota,NY,2023-05-11,Toyota,Highlander,2019,62346,27333,22804,4529,Loan,Returning,44,SUV
Brooklyn Toyota,NY,2022-12-09,Toyota,Highlander,2013,74225,11817,11060,756,Cash,New,35,SUV
Dallas Toyota,TX,2016-01-09,Toyota,Highlander,2022,68967,27969,23500,4469,Cash,New,57,SUV
Bay Area Toyota,CA,2015-05-18,Toyota,Highlander,2024,62904,25792,23242,2550,Loan,New,44,SUV
Toyota of Los Angeles,CA,2017-06-17,Toyota,Highlander,2023,12981,29784,27148,2636,Loan,New,45,SUV
Brooklyn Toyota,NY,2022-08-01,Toyota,Tundra,2021,64355,31640,26624,5015,Cash,New,31,Truck
Bay Area Toyota,CA,2015-06-14,Toyota,Rav4,2022,67764,32508,27765,4743,Cash,New,26,SUV
Toyota of Manhattan,NY,2023-08-08,Toyota,Rav4,2016,42329,25552,22442,3109,Cash,Returning,34,SUV
Dallas Toyota,TX,2018-09-19,Toyota,Tacoma,2024,9991,34706,30662,4044,Loan,Returning,43,Truck
Toyota of Manhattan,NY,2020-01-16,Toyota,Tundra,2016,55569,27524,23561,3962,Loan,New,41,Truck
Bay Area Toyota,CA,2022-10-18,Toyota,Corolla,2021,18527,28878,25315,3562,Lease,New,77,Sedan
Bay Area Toyota,CA,2023-05-11,Toyota,Tundra,2014,82402,19785,18194,1591,Loan,New,66,Truck
Toyota of Manhattan,NY,2018-07-15,Toyota,Prius,2016,84275,25014,20104,4910,Loan,New,33,Hatchback
Austin Toyota,TX,2017-01-19,Toyota,Rav4,2017,39753,24461,22770,1690,Cash,Returning,40,SUV
Brooklyn Toyota,NY,2023-04-16,Toyota,Tundra,2011,60982,19952,16430,3522,Loan,New,57,Truck
Austin Toyota,TX,2020-07-25,Toyota,Highlander,2019,38509,26560,24867,1693,Loan,New,23,SUV
Queens Toyota,NY,2017-06-28,Toyota,Highlander,2016,72268,24590,20278,4311,Loan,New,11,SUV
San Diego Toyota,CA,2021-07-07,Toyota,Tacoma,2010,76361,18170,16834,1336,Loan,New,18,Truck
Queens Toyota,NY,2020-11-21,Toyota,Corolla,2020,808,30507,26593,3913,Loan,Returning,27,Sedan
Toyota of Los Angeles,CA,2024-06-04,Toyota,Prius,2013,75416,19904,16641,3262,Lease,Returning,37,Hatchback
Dallas Toyota,TX,2016-02-08,Toyota,Corolla,2019,79605,30806,27423,3383,Loan,New,56,Sedan
Queens Toyota,NY,2015-07-06,Toyota,Prius,2018,48003,27068,23419,3648,Loan,New,64,Hatchback
Dallas Toyota,TX,2016-03-24,Toyota,Prius,2021,38513,34688,32834,1854,Cash,Returning,15,Hatchback
Queens Toyota,NY,2018-09-17,Toyota,Tacoma,2020,39832,13998,11704,2294,Loan,New,43,Truck
Toyota of Houston,TX,2015-02-23,Toyota,Tacoma,2022,13655,26629,22149,4480,Loan,Returning,38,Truck
Toyota of Manhattan,NY,2022-02-15,Toyota,Tacoma,2016,60571,21984,17973,4011,Loan,New,42,Truck
Bay Area Toyota,CA,2016-01-15,Toyota,Rav4,2019,26322,30144,28042,2101,Cash,Returning,43,SUV
Dallas Toyota,TX,2017-12-10,Toyota,Camry,2024,25723,39936,32673,7263,Loan,Returning,44,Sedan
Toyota of Houston,TX,2017-04-15,Toyota,Tacoma,2023,49862,33063,30209,2853,Cash,Returning,35,Truck
Toyota of Houston,TX,2018-04-05,Toyota,Rav4,2019,46770,21330,20204,1126,Loan,Returning,59,SUV
Toyota of Houston,TX,2020-02-17,Toyota,Highlander,2023,59756,24095,21112,2983,Cash,Returning,46,SUV
Bay Area Toyota,CA,2018-06-09,Toyota,Rav4,2021,33500,21858,17692,4166,Loan,New,42,SUV
Brooklyn Toyota,NY,2023-05-27,Toyota,Highlander,2021,60483,28504,26437,2067,Cash,New,41,SUV
San Diego Toyota,CA,2022-03-04,Toyota,Highlander,2012,57929,22597,18742,3855,Loan,Returning,29,SUV
Brooklyn Toyota,NY,2021-12-22,Toyota,Tundra,2014,52343,21600,19237,2363,Loan,New,38,Truck
Toyota of Los Angeles,CA,2022-10-02,Toyota,Prius,2018,25213,31278,28587,2691,Cash,Returning,75,Hatchback
San Diego Toyota,CA,2020-10-05,Toyota,Highlander,2019,35196,29912,27899,2013,Cash,New,17,SUV
Queens Toyota,NY,2018-10-20,Toyota,Camry,2019,34994,21568,20204,1363,Loan,New,17,Sedan
Toyota of Los Angeles,CA,2023-08-21,Toyota,Tundra,2015,32254,24812,22099,2712,Lease,New,57,Truck
Dallas Toyota,TX,2024-08-16,Toyota,Tacoma,2013,82565,18081,15610,2471,Loan,Returning,42,Truck
Brooklyn Toyota,NY,2020-02-18,Toyota,Rav4,2010,42111,15791,13559,2232,Cash,Returning,56,SUV
San Diego Toyota,CA,2015-12-05,Toyota,Tundra,2014,75343,18214,15605,2609,Loan,Returning,72,Truck
Austin Toyota,TX,2018-11-13,Toyota,Tundra,2021,9572,26763,24414,2348,Loan,New,16,Truck
Queens Toyota,NY,2023-01-17,Toyota,Camry,2023,34084,25071,22013,3058,Cash,New,70,Sedan
Bay Area Toyota,CA,2022-08-22,Toyota,Tacoma,2022,0,33338,28697,4640,Lease,New,36,Truck
Austin Toyota,TX,2020-06-07,Toyota,Tundra,2017,39958,26239,23503,2735,Loan,Returning,34,Truck
San Diego Toyota,CA,2020-02-14,Toyota,Tacoma,2019,27291,25018,23357,1660,Loan,Returning,58,Truck
Austin Toyota,TX,2016-08-24,Toyota,Tundra,2018,40793,21910,19132,2777,Lease,New,50,Truck
San Diego Toyota,CA,2024-06-10,Toyota,Prius,2015,53872,22740,18538,4201,Loan,Returning,41,Hatchback
Queens Toyota,NY,2016-04-19,Toyota,Corolla,2012,65610,18221,15671,2550,Loan,New,1,Sedan
Dallas Toyota,TX,2021-09-17,Toyota,Prius,2019,51816,19896,18704,1192,Lease,New,31,Hatchback
Brooklyn Toyota,NY,2017-03-11,Toyota,Rav4,2024,62281,33404,27392,6012,Loan,New,56,SUV
Toyota of Houston,TX,2024-12-11,Toyota,Camry,2022,5816,31989,28086,3902,Loan,New,30,Sedan
San Diego Toyota,CA,2020-07-13,Toyota,Tundra,2024,0,35355,31223,4131,Cash,Returning,43,Truck
Toyota of Manhattan,NY,2018-11-03,Toyota,Prius,2019,94378,24092,22004,2087,Loan,New,35,Hatchback
Austin Toyota,TX,2022-08-27,Toyota,Camry,2015,78873,22759,20178,2581,Loan,New,48,Sedan
Bay Area Toyota,CA,2019-04-07,Toyota,Tundra,2016,88266,15793,13128,2664,Cash,New,14,Truck
Austin Toyota,TX,2017-07-22,Toyota,Tundra,2015,81959,16292,14005,2287,Loan,Returning,26,Truck
Queens Toyota,NY,2016-11-26,Toyota,Tundra,2014,75150,17215,15636,1579,Loan,New,38,Truck
Toyota of Los Angeles,CA,2022-03-19,Toyota,Tacoma,2017,78736,22548,18624,3923,Lease,New,26,Truck
Brooklyn Toyota,NY,2016-03-05,Toyota,Tundra,2015,45707,22977,19588,3388,Lease,Returning,50,Truck
Bay Area Toyota,CA,2024-07-15,Toyota,Camry,2011,61887,19225,16462,2762,Loan,New,52,Sedan
San Diego Toyota,CA,2015-02-21,Toyota,Tundra,2013,81322,16015,14622,1392,Lease,New,50,Truck
Austin Toyota,TX,2016-05-28,Toyota,Camry,2016,67386,24905,21239,3665,Cash,New,37,Sedan
Dallas Toyota,TX,2017-04-02,Toyota,Corolla,2016,66926,22506,20305,2201,Loan,New,57,Sedan
Toyota of Manhattan,NY,2018-10-03,Toyota,Camry,2018,32979,27779,25563,2215,Loan,New,26,Sedan
Dallas Toyota,TX,2018-10-06,Toyota,Prius,2020,34402,30456,24973,5482,Loan,New,32,Hatchback
Queens Toyota,NY,2022-08-03,Toyota,Highlander,2015,55334,22627,20514,2112,Loan,New,44,SUV
Brooklyn Toyota,NY,2019-09-19,Toyota,Tacoma,2016,77243,25612,22034,3577,Lease,New,39,Truck
Bay Area Toyota,CA,2023-11-01,Toyota,Rav4,2016,51616,17033,13683,3349,Cash,New,31,SUV
Toyota of Houston,TX,2019-04-25,Toyota,Tundra,2020,72511,21441,17197,4244,Cash,Returning,67,Truck
San Diego Toyota,CA,2022-03-11,Toyota,Tundra,2013,92871,12856,11154,1702,Lease,New,28,Truck
Toyota of Manhattan,NY,2021-08-03,Toyota,Tundra,2011,88927,10559,9394,1164,Loan,New,25,Truck
Toyota of Houston,TX,2019-04-16,Toyota,Highlander,2012,81902,21253,19265,1988,Loan,New,37,SUV
Toyota of Manhattan,NY,2016-03-12,Toyota,Tundra,2015,53849,14153,12392,1760,Cash,Returning,42,Truck
Queens Toyota,NY,2024-04-03,Toyota,Highlander,2020,27070,18797,17222,1574,Loan,Returning,30,SUV
Austin Toyota,TX,2023-01-03,Toyota,Camry,2018,56200,19294,16079,3215,Loan,New,47,Sedan
Austin Toyota,TX,2015-03-08,Toyota,Highlander,2021,1637,24700,20806,3893,Loan,New,64,SUV
Toyota of Manhattan,NY,2017-05-26,Toyota,Camry,2022,38724,31051,26368,4683,Cash,New,38,Sedan
Austin Toyota,TX,2017-01-22,Toyota,Tacoma,2010,71748,13750,12329,1421,Loan,Returning,70,Truck
Toyota of Los Angeles,CA,2022-02-11,Toyota,Corolla,2011,48884,20513,17616,2896,Loan,Returning,43,Sedan
Brooklyn Toyota,NY,2023-05-13,Toyota,Tundra,2021,55167,17295,15720,1574,Lease,Returning,36,Truck
Brooklyn Toyota,NY,2021-03-02,Toyota,Tacoma,2014,66129,13588,12891,697,Loan,New,21,Truck
Austin Toyota,TX,2020-08-22,Toyota,Tundra,2015,14123,31297,27863,3433,Loan,Returning,25,Truck
Toyota of Houston,TX,2017-02-04,Toyota,Rav4,2021,55881,31135,26438,4697,Cash,Returning,34,SUV
Dallas Toyota,TX,2017-10-25,Toyota,Camry,2020,39958,21933,17652,4280,Loan,Returning,79,Sedan
Toyota of Los Angeles,CA,2015-03-19,Toyota,Tacoma,2023,36715,32471,27132,5339,Cash,Returning,34,Truck
Toyota of Los Angeles,CA,2017-05-27,Toyota,Highlander,2012,87503,14662,13438,1224,Loan,New,35,SUV
Austin Toyota,TX,2019-02-07,Toyota,Tacoma,2016,53617,22170,18999,3171,Lease,Returning,43,Truck
Bay Area Toyota,CA,2022-11-21,Toyota,Highlander,2016,48833,21971,20759,1211,Loan,New,35,SUV
Dallas Toyota,TX,2018-08-01,Toyota,Highlander,2010,110054,14599,13305,1294,Loan,New,36,SUV
Dallas Toyota,TX,2023-04-01,Toyota,Corolla,2022,0,36227,32439,3787,Cash,New,64,Sedan
San Diego Toyota,CA,2015-11-09,Toyota,Camry,2011,73329,13930,11621,2309,Lease,New,51,Sedan
Toyota of Houston,TX,2018-06-13,Toyota,Rav4,2015,70275,20364,16915,3448,Lease,New,44,SUV
Austin Toyota,TX,2024-03-08,Toyota,Tacoma,2019,43390,28063,25511,2551,Loan,New,50,Truck
Bay Area Toyota,CA,2021-08-20,Toyota,Tundra,2012,67840,20191,17910,2281,Lease,New,17,Truck
Dallas Toyota,TX,2015-10-05,Toyota,Tundra,2010,77098,24128,21986,2142,Loan,New,21,Truck
Toyota of Los Angeles,CA,2020-09-07,Toyota,Tacoma,2023,37820,29491,26304,3186,Lease,New,52,Truck
Toyota of Los Angeles,CA,2019-05-07,Toyota,Highlander,2020,31483,33026,28184,4842,Loan,New,39,SUV
Austin Toyota,TX,2018-09-04,Toyota,Highlander,2010,84970,9319,8375,943,Loan,Returning,42,SUV
Austin Toyota,TX,2018-10-25,Toyota,Corolla,2020,58082,28870,26182,2688,Cash,New,27,Sedan
San Diego Toyota,CA,2016-12-06,Toyota,Corolla,2010,74362,11803,10974,829,Loan,New,74,Sedan
Bay Area Toyota,CA,2019-11-26,Toyota,Camry,2022,66589,29700,24694,5006,Loan,Returning,50,Sedan
San Diego Toyota,CA,2024-07-25,Toyota,Tundra,2021,24109,27985,24380,3604,Lease,New,62,Truck
Dallas Toyota,TX,2017-10-11,Toyota,Highlander,2015,73326,15063,12603,2459,Loan,New,33,SUV
Toyota of Los Angeles,CA,2019-01-24,Toyota,Corolla,2024,59265,29305,27494,1811,Cash,Returning,60,Sedan
Bay Area Toyota,CA,2024-02-04,Toyota,Tacoma,2011,94131,17373,15954,1418,Loan,New,50,Truck
Austin Toyota,TX,2018-06-08,Toyota,Prius,2019,13952,36187,30517,5670,Loan,New,61,Hatchback
Brooklyn Toyota,NY,2018-01-21,Toyota,Tacoma,2013,36730,23097,18962,4135,Loan,New,19,Truck
Dallas Toyota,TX,2021-04-23,Toyota,Corolla,2023,30865,27204,23773,3430,Loan,New,41,Sedan
Toyota of Los Angeles,CA,2015-11-18,Toyota,Camry,2014,75917,17385,16038,1347,Cash,Returning,62,Sedan
Austin Toyota,TX,2019-03-08,Toyota,Prius,2010,75588,18045,14803,3242,Loan,New,44,Hatchback
San Diego Toyota,CA,2015-03-15,Toyota,Tundra,2010,93509,16768,13961,2807,Loan,New,51,Truck
San Diego Toyota,CA,2022-08-23,Toyota,Corolla,2019,25800,21197,19877,1319,Loan,New,39,Sedan
Bay Area Toyota,CA,2022-06-15,Toyota,Corolla,2020,41670,27380,23628,3751,Loan,Returning,64,Sedan
Queens Toyota,NY,2024-01-22,Toyota,Tundra,2021,36882,27387,21988,5398,Loan,New,29,Truck
Queens Toyota,NY,2024-10-19,Toyota,Corolla,2018,50394,30829,24772,6056,Cash,New,9,Sedan
San Diego Toyota,CA,2024-04-19,Toyota,Tundra,2010,62363,10331,8602,1729,Loan,Returning,28,Truck
Bay Area Toyota,CA,2018-12-01,Toyota,Tacoma,2019,54782,21547,19930,1617,Lease,New,51,Truck
Bay Area Toyota,CA,2019-09-08,Toyota,Camry,2024,20725,34673,30446,4227,Loan,New,31,Sedan
Brooklyn Toyota,NY,2018-05-26,Toyota,Prius,2020,43936,24094,19850,4243,Loan,Returning,64,Hatchback
Brooklyn Toyota,NY,2016-01-15,Toyota,Tundra,2020,0,30956,25122,5833,Loan,New,77,Truck
Toyota of Los Angeles,CA,2022-06-20,Toyota,Rav4,2011,69840,20819,17245,3573,Loan,New,34,SUV
Austin Toyota,TX,2021-07-09,Toyota,Rav4,2023,26464,32469,28470,3999,Loan,Returning,19,SUV
San Diego Toyota,CA,2017-03-11,Toyota,Highlander,2015,77875,12289,10417,1872,Cash,New,36,SUV
Austin Toyota,TX,2017-12-22,Toyota,Tacoma,2021,59877,30286,26181,4105,Loan,New,50,Truck
San Diego Toyota,CA,2022-06-26,Toyota,Tacoma,2013,47633,15470,13703,1767,Loan,New,25,Truck
Brooklyn Toyota,NY,2016-06-08,Toyota,Tacoma,2018,64977,26394,24453,1940,Cash,New,45,Truck
Queens Toyota,NY,2016-06-07,Toyota,Tacoma,2021,27138,28674,25187,3486,Loan,Returning,30,Truck
Dallas Toyota,TX,2021-02-26,Toyota,Rav4,2014,68009,25986,21037,4949,Cash,New,45,SUV
San Diego Toyota,CA,2024-07-21,Toyota,Tundra,2022,40927,28691,26687,2003,Cash,Returning,19,Truck
Austin Toyota,TX,2015-09-14,Toyota,Highlander,2015,55199,28154,22903,5250,Cash,New,20,SUV
Bay Area Toyota,CA,2015-10-16,Toyota,Corolla,2023,55911,30214,25215,4998,Lease,New,46,Sedan
Bay Area Toyota,CA,2015-05-07,Toyota,Prius,2018,58431,22936,20815,2120,Loan,New,55,Hatchback
